Sample,Location,Transect,Date,Time,Species,Individual_id,Batch_count,Batch_weight,Estimate,Biomass,Length,Weight,Time Period
10605,HAMH,HH26,2020-10-21,8:55:00 PM,F0342,8,,,N,102,91,8,2
10605,HAMH,HH26,2020-10-21,8:55:00 PM,F0342,9,,,N,102,107,15,2
10605,HAMH,HH26,2020-10-21,8:55:00 PM,F0342,10,,,N,102,93,9,2
10605,HAMH,HH26,2020-10-21,8:55:00 PM,F0361,1,,,N,1,71,1,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0063,1,,,N,930,366,930,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0163,1,,,N,2294,410,1004,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0163,2,,,N,2294,431,1290,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0186,1,,,N,2630,500,2630,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0201,1,,,N,7,87,7,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0208,1,,,N,13,67,4,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0208,2,,,N,13,85,9,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0233,1,,,N,106,132,106,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0301,1,,,N,68,105,20,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0301,2,,,N,68,111,23,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0301,3,,,N,68,105,25,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0313,1,,,N,6,65,6,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0314,1,,,N,3,42,1,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0314,2,,,N,3,45,2,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0317,1,,,N,111,126,30,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0317,2,,,N,111,143,47,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0317,3,,,N,111,109,20,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0317,4,,,N,111,97,14,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0331,1,,,N,194,174,52,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0331,2,,,N,194,181,41,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0331,3,,,N,194,101,14,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0331,4,,,N,194,119,24,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0331,5,,,N,194,93,10,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0331,6,,,N,194,106,15,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0331,7,,,N,194,82,7,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0331,8,,,N,194,105,13,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0331,9,,,N,194,84,7,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0331,10,,,N,194,83,6,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0331,11,,,N,194,76,5,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0361,1,,,N,12,61,1,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0361,2,,,N,12,61,1,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0361,3,,,N,12,62,1,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0361,4,,,N,12,72,2,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0361,5,,,N,12,75,2,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0361,6,,,N,12,78,2,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0361,7,,,N,12,75,2,2
10606,HAMH,HH28,2020-10-21,8:49:00 PM,F0361,8,,,N,12,63,1,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,1,,,N,4764,265,290,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,2,,,N,4764,280,336,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,3,,,N,4764,275,316,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,4,,,N,4764,267,292,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,5,,,N,4764,274,337,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,6,,,N,4764,251,224,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,7,,,N,4764,245,226,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,8,,,N,4764,291,405,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,9,,,N,4764,308,534,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,10,,,N,4764,308,445,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,11,,,N,4764,232,201,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,12,,,N,4764,270,344,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,13,,,N,4764,295,363,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,14,,,N,4764,274,347,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0233,15,,,N,4764,175,104,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0301,1,,,N,8,90,8,2
10607,HAMH,HH22,2020-10-21,9:33:00 PM,F0331,1,,,N,9,90,9,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0196,1,,,N,8,83,5,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0196,2,,,N,8,66,3,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0201,1,,,N,42,96,8,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0201,2,,,N,42,94,11,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0201,3,,,N,42,99,11,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0201,4,,,N,42,95,12,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,1,,,N,5324,245,231,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,2,,,N,5324,313,529,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,3,,,N,5324,270,344,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,4,,,N,5324,257,273,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,5,,,N,5324,253,239,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,6,,,N,5324,250,299,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,7,,,N,5324,277,355,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,8,,,N,5324,282,362,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,9,,,N,5324,210,136,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,10,,,N,5324,178,79,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,11,,,N,5324,325,594,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,12,,,N,5324,203,115,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,13,,,N,5324,271,320,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,14,,,N,5324,266,325,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,15,,,N,5324,225,170,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,16,,,N,5324,239,223,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,17,,,N,5324,252,258,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,18,,,N,5324,286,366,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0233,19,,,N,5324,195,106,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0301,1,,,N,105,127,39,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0301,2,,,N,105,91,13,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0301,3,,,N,105,83,10,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0301,4,,,N,105,97,17,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0301,5,,,N,105,97,16,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0301,6,,,N,105,91,10,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0342,1,,,N,13,106,13,2
10608,HAMH,HH24,2020-10-21,9:25:00 PM,F0361,1,,,N,2,72,2,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0051,1,,,N,5960,757,4500,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0051,2,,,N,5960,505,1460,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0163,1,,,N,49,144,49,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0233,1,,,N,950,352,950,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0301,1,,,N,400,230,400,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0311,1,,,N,24,104,24,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0312,1,,,N,9,75,9,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0342,1,,,N,7,90,7,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0361,1,,,N,4,65,2,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0361,2,,,N,4,51,1,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0361,3,,,N,4,65,1,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0366,1,,,B,58.2,105,20,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0366,2,,,B,58.2,109,18,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0366,3,,,B,58.2,90,11,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0366,4,,,B,58.2,75,7,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0366,5,,,B,58.2,44,1,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0366,6,,,W,58.2,32,0.8,2
10609,HAMH,HH19,2020-10-21,10:05:00 PM,F0366,7,,,W,58.2,26,0.5,2
10610,HAMH,HH18,2020-10-21,9:53:00 PM,F0201,1,,,N,8,85,8,2
10610,HAMH,HH18,2020-10-21,9:53:00 PM,F0301,1,,,N,275,135,48,2
10610,HAMH,HH18,2020-10-21,9:53:00 PM,F0301,2,,,N,275,220,227,2
10610,HAMH,HH18,2020-10-21,9:53:00 PM,F0331,1,,,N,7,82,7,2
10610,HAMH,HH18,2020-10-21,9:53:00 PM,F0361,1,,,N,4,73,2,2
10610,HAMH,HH18,2020-10-21,9:53:00 PM,F0361,2,,,N,4,80,2,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0063,1,,,N,1027,380,1027,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0233,1,,,N,1723,343,784,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0233,2,,,N,1723,358,939,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0301,1,,,N,77,148,68,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0301,2,,,N,77,95,9,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0361,1,,,N,13,66,1,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0361,2,,,N,13,71,2,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0361,3,,,N,13,68,2,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0361,4,,,N,13,70,2,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0361,5,,,N,13,59,1,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0361,6,,,N,13,57,1,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0361,7,,,N,13,61,1,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0361,8,,,N,13,73,2,2
10611,HAMH,HH17,2020-10-21,10:00:00 PM,F0361,9,,,N,13,65,1,2
10613,HAMH,HH44,2020-10-21,5:41:00 PM,F0317,1,,,N,111,137,38,1
10613,HAMH,HH44,2020-10-21,5:41:00 PM,F0317,2,,,N,111,80,6,1
10613,HAMH,HH44,2020-10-21,5:41:00 PM,F0317,3,,,N,111,96,13,1
10613,HAMH,HH44,2020-10-21,5:41:00 PM,F0317,4,,,N,111,88,9,1
10613,HAMH,HH44,2020-10-21,5:41:00 PM,F0317,5,,,N,111,85,8,1
10613,HAMH,HH44,2020-10-21,5:41:00 PM,F0317,6,,,N,111,114,20,1
10613,HAMH,HH44,2020-10-21,5:41:00 PM,F0317,7,,,N,111,78,6,1
10613,HAMH,HH44,2020-10-21,5:41:00 PM,F0317,8,,,N,111,88,11,1
10614,HAMH,HH43B,2020-10-21,5:41:00 PM,F0342,1,,,N,8,83,8,1
10615,HAMH,HH38,2020-10-21,4:30:00 PM,F0063,1,,,N,3496,383,1140,1
10615,HAMH,HH38,2020-10-21,4:30:00 PM,F0063,2,,,N,3496,375,1006,1
10615,HAMH,HH38,2020-10-21,4:30:00 PM,F0063,3,,,N,3496,403,1350,1
10615,HAMH,HH38,2020-10-21,4:30:00 PM,F0233,1,,,W,292.7,275,292.7,1
10615,HAMH,HH38,2020-10-21,4:30:00 PM,F0317,1,,,N,1280,390,1280,1
10615,HAMH,HH38,2020-10-21,4:30:00 PM,F0331,1,,,N,3,68,3,1
10615,HAMH,HH38,2020-10-21,4:30:00 PM,F0361,1,,,N,4,82,2,1
10615,HAMH,HH38,2020-10-21,4:30:00 PM,F0361,2,,,N,4,77,2,1
10616,HAMH,HH37,2020-10-21,4:49:00 PM,F0063,1,,,N,1877,365,870,1
10616,HAMH,HH37,2020-10-21,4:49:00 PM,F0063,2,,,N,1877,398,1007,1
10616,HAMH,HH37,2020-10-21,4:49:00 PM,F0317,1,,,N,969,354,950,1
10616,HAMH,HH37,2020-10-21,4:49:00 PM,F0317,2,,,N,969,103,19,1
10617,HAMH,HH41B,2020-10-21,5:15:00 PM,F0063,1,,,N,1140,381,1140,1
10617,HAMH,HH41B,2020-10-21,5:15:00 PM,F0186,1,,,W,11379.9,836,11379.9,1
10617,HAMH,HH41B,2020-10-21,5:15:00 PM,F0233,1,,,N,206,245,206,1
10618,HAMH,HH39,2020-10-21,5:06:00 PM,F0233,1,,,N,573,285,373,1
10618,HAMH,HH39,2020-10-21,5:06:00 PM,F0233,2,,,N,573,236,200,1
10618,HAMH,HH39,2020-10-21,5:06:00 PM,F0317,1,,,N,22,79,8,1
10618,HAMH,HH39,2020-10-21,5:06:00 PM,F0317,2,,,N,22,82,7,1
10618,HAMH,HH39,2020-10-21,5:06:00 PM,F0317,3,,,N,22,77,7,1
10621,HAMH,HH36,2020-10-21,4:30:00 PM,F0063,1,,,N,3540,379,1290,1
10621,HAMH,HH36,2020-10-21,4:30:00 PM,F0063,2,,,N,3540,388,1210,1
10621,HAMH,HH36,2020-10-21,4:30:00 PM,F0063,3,,,N,3540,360,1040,1
10621,HAMH,HH36,2020-10-21,4:30:00 PM,F0342,1,,,N,4,80,4,1
10622,HAMH,HH34,2020-10-21,4:20:00 PM,F0063,1,,,N,5400,384,1240,1
10622,HAMH,HH34,2020-10-21,4:20:00 PM,F0063,2,,,N,5400,372,1260,1
10622,HAMH,HH34,2020-10-21,4:20:00 PM,F0063,3,,,N,5400,405,1600,1
10622,HAMH,HH34,2020-10-21,4:20:00 PM,F0063,4,,,N,5400,381,1300,1
10622,HAMH,HH34,2020-10-21,4:20:00 PM,F0317,1,,,N,1710,436,1710,1
10622,HAMH,HH34,2020-10-21,4:20:00 PM,F0334,1,,,N,6140,613,2950,1
10622,HAMH,HH34,2020-10-21,4:20:00 PM,F0334,2,,,N,6140,613,3190,1
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0163,1,,,N,81,144,36,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0163,2,,,N,81,144,45,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0201,1,,,N,98,112,15,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0201,2,,,N,98,101,12,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0201,3,,,N,98,88,9,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0201,4,,,N,98,109,17,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0201,5,,,N,98,103,13,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0201,6,,,N,98,89,12,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0201,7,,,N,98,89,10,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0201,8,,,N,98,93,10,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,1,,,N,199,91,12,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,2,,,N,199,88,9,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,3,,,N,199,102,21,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,4,,,N,199,106,28,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,5,,,N,199,97,16,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,6,,,N,199,90,13,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,7,,,N,199,98,17,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,8,,,N,199,91,13,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,9,,,N,199,79,8,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,10,,,N,199,93,16,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,11,,,N,199,106,20,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,12,,,N,199,101,18,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0301,13,,,N,199,81,8,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0331,1,,,N,639,150,42,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0331,2,,,N,639,146,43,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0331,3,,,N,639,151,53,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0331,4,,,N,639,152,54,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0331,5,,,N,639,201,123,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0331,6,,,N,639,155,56,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0331,7,,,N,639,147,49,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0331,8,,,N,639,150,46,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0331,9,,,N,639,178,71,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0331,10,,,N,639,159,52,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0331,11,,,N,639,130,35,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0331,12,,,N,639,99,15,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0342,1,,,N,28,101,12,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0342,2,,,N,28,89,7,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0342,3,,,N,28,94,9,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0361,1,,,B,2.9,73,1,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0361,2,,,B,2.9,73,1,2
10623,HAMH,HH8,2020-09-24,11:11:00 PM,F0361,3,,,W,2.9,49,0.9,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0163,1,,,N,26,123,26,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0201,1,,,N,66,106,11,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0201,2,,,N,66,100,12,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0201,3,,,N,66,92,6,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0201,4,,,N,66,97,13,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0201,5,,,N,66,87,8,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0201,6,,,N,66,87,10,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0201,7,,,N,66,96,6,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0233,1,,,N,954,391,954,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0301,1,,,N,33,100,14,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0301,2,,,N,33,84,10,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0301,3,,,N,33,88,9,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0317,1,,,N,19,114,19,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0331,1,,,N,247,165,70,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0331,2,,,N,247,177,70,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0331,3,,,N,247,137,48,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0331,4,,,N,247,73,12,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0331,5,,,N,247,116,21,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0331,6,,,N,247,102,14,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0331,7,,,N,247,89,12,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0334,1,,,N,20,142,20,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0342,1,,,N,19,100,8,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0342,2,,,N,19,85,6,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0342,3,,,N,19,76,5,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0361,1,,,B,6.5,68,2,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0361,2,,,W,6.5,65,1.3,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0361,3,,,B,6.5,72,2,2
10624,HAMH,HH6,2020-09-24,11:16:00 PM,F0361,4,,,W,6.5,60,1.2,2
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,1,11,68,N,184,73,4,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,2,11,68,N,184,74,8,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,3,11,68,N,184,58,2,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,4,11,68,N,184,74,7,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,5,11,68,N,184,74,7,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,6,11,68,N,184,72,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,7,11,68,N,184,72,7,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,8,11,68,N,184,76,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,9,11,68,N,184,68,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,10,11,68,N,184,67,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,11,11,68,N,184,76,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,12,11,68,N,184,72,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,13,11,68,N,184,71,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,14,11,68,N,184,75,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,15,11,68,N,184,75,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,16,11,68,N,184,69,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,17,11,68,N,184,73,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,18,11,68,N,184,72,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,19,11,68,N,184,65,5,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0063,20,11,68,N,184,65,4,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0163,1,,,N,17,110,17,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0181,1,,,N,890,328,890,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0196,1,,,W,2.8,67,2.8,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0220,1,,,N,30,75,7,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0220,2,,,N,30,110,23,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0233,1,,,N,703,265,295,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0233,2,,,N,703,245,245,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0233,3,,,N,703,246,163,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0317,1,,,N,163,135,34,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0317,2,,,N,163,97,13,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0317,3,,,N,163,123,29,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0317,4,,,N,163,92,9,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0317,5,,,N,163,107,18,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0317,6,,,N,163,84,9,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0317,7,,,N,163,100,12,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0317,8,,,N,163,109,18,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0317,9,,,N,163,105,16,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0317,10,,,N,163,76,5,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0331,1,,,N,125,145,37,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0331,2,,,N,125,152,45,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0331,3,,,N,125,147,37,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0331,4,,,N,125,87,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0342,1,,,N,66,93,7,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0342,2,,,N,66,91,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0342,3,,,N,66,88,7,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0342,4,,,N,66,102,11,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0342,5,,,N,66,101,10,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0342,6,,,N,66,88,6,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0342,7,,,N,66,106,11,1
10625,HAMH,HH44,2020-09-24,6:10:00 PM,F0342,8,,,N,66,99,8,1
10626,HAMH,HH43B,2020-09-24,6:02:00 PM,F0196,1,,,B,3,63,2,1
10626,HAMH,HH43B,2020-09-24,6:02:00 PM,F0196,2,,,W,3,47,1,1
10626,HAMH,HH43B,2020-09-24,6:02:00 PM,F0317,1,,,N,777,155,62,1
10626,HAMH,HH43B,2020-09-24,6:02:00 PM,F0317,2,,,N,777,333,715,1
10626,HAMH,HH43B,2020-09-24,6:02:00 PM,F0331,1,,,N,10,104,10,1
10626,HAMH,HH43B,2020-09-24,6:02:00 PM,F0342,1,,,N,28,95,8,1
10626,HAMH,HH43B,2020-09-24,6:02:00 PM,F0342,2,,,N,28,85,5,1
10626,HAMH,HH43B,2020-09-24,6:02:00 PM,F0342,3,,,N,28,76,4,1
10626,HAMH,HH43B,2020-09-24,6:02:00 PM,F0342,4,,,N,28,101,11,1
10626,HAMH,HH43B,2020-09-24,6:02:00 PM,F0361,1,,,N,5,72,2,1
