Sample,Location,Transect,Date,Species,Individual_id,Batch_count,Batch_weight,Estimate,Biomass,Length,Weight,Number Individuals
10524,HAMH,HH16,2020-07-14,F0181,1,,,N,1110,387,1110,1
10524,HAMH,HH16,2020-07-14,F0186,1,,,N,4620,598,4620,1
10524,HAMH,HH16,2020-07-14,F0601,1,,,N,3240,429,1610,2
10524,HAMH,HH16,2020-07-14,F0601,2,,,N,3240,406,1630,2
10525,HAMH,HH19,2020-07-14,F0233,1,,,N,1144,304,407,3
10525,HAMH,HH19,2020-07-14,F0233,2,,,N,1144,305,373,3
10525,HAMH,HH19,2020-07-14,F0233,3,,,N,1144,325,364,3
10527,HAMH,HH18,2020-07-14,F0233,1,,,N,1246,231,164,4
10527,HAMH,HH18,2020-07-14,F0233,2,,,N,1246,245,198,4
10527,HAMH,HH18,2020-07-14,F0233,3,,,N,1246,339,570,4
10527,HAMH,HH18,2020-07-14,F0233,4,,,N,1246,275,314,4
10528,HAMH,HH22,2020-07-14,F0063,1,,,N,643,370,643,1
10528,HAMH,HH22,2020-07-14,F0233,1,,,N,204,240,204,1
10529,HAMH,HH24,2020-07-14,F0063,1,,,N,7400,397,990,9
10529,HAMH,HH24,2020-07-14,F0063,2,,,N,7400,389,870,9
10529,HAMH,HH24,2020-07-14,F0063,3,,,N,7400,372,840,9
10529,HAMH,HH24,2020-07-14,F0063,4,,,N,7400,380,720,9
10529,HAMH,HH24,2020-07-14,F0063,5,,,N,7400,384,860,9
10529,HAMH,HH24,2020-07-14,F0063,6,,,N,7400,355,770,9
10529,HAMH,HH24,2020-07-14,F0063,7,,,N,7400,369,720,9
10529,HAMH,HH24,2020-07-14,F0063,8,,,N,7400,374,850,9
10529,HAMH,HH24,2020-07-14,F0063,9,,,N,7400,376,780,9
10529,HAMH,HH24,2020-07-14,F0166,1,,,N,6390,640,6390,1
10529,HAMH,HH24,2020-07-14,F0181,1,,,N,1370,257,580,2
10529,HAMH,HH24,2020-07-14,F0181,2,,,N,1370,291,790,2
10529,HAMH,HH24,2020-07-14,F0186,1,,,N,7170,552,3210,2
10529,HAMH,HH24,2020-07-14,F0186,2,,,N,7170,564,3960,2
10529,HAMH,HH24,2020-07-14,F0233,1,,,N,1181,277,327,5
10529,HAMH,HH24,2020-07-14,F0233,2,,,N,1181,247,216,5
10529,HAMH,HH24,2020-07-14,F0233,3,,,N,1181,213,135,5
10529,HAMH,HH24,2020-07-14,F0233,4,,,N,1181,275,302,5
10529,HAMH,HH24,2020-07-14,F0233,5,,,N,1181,236,201,5
10530,HAMH,HH26,2020-07-14,F0063,1,,,N,1910,375,630,3
10530,HAMH,HH26,2020-07-14,F0063,2,,,N,1910,368,650,3
10530,HAMH,HH26,2020-07-14,F0063,3,,,N,1910,360,630,3
10530,HAMH,HH26,2020-07-14,F0233,1,,,N,442,360,442,1
10531,HAMH,HH28,2020-07-14,F0063,1,,,N,5900,384,1060,7
10531,HAMH,HH28,2020-07-14,F0063,2,,,N,5900,364,890,7
10531,HAMH,HH28,2020-07-14,F0063,3,,,N,5900,370,810,7
10531,HAMH,HH28,2020-07-14,F0063,4,,,N,5900,360,840,7
10531,HAMH,HH28,2020-07-14,F0063,5,,,N,5900,374,810,7
10531,HAMH,HH28,2020-07-14,F0063,6,,,N,5900,373,710,7
10531,HAMH,HH28,2020-07-14,F0063,7,,,N,5900,368,780,7
10531,HAMH,HH28,2020-07-14,F0181,1,,,N,570,279,570,1
10531,HAMH,HH28,2020-07-14,F0233,1,,,N,100,203,100,1
10531,HAMH,HH28,2020-07-14,F0251,1,,,N,1040,895,1040,1
10532,HAMH,HH30,2020-07-14,F0063,1,,,N,3,55,2,2
10532,HAMH,HH30,2020-07-14,F0063,2,,,N,3,45,1,2
10532,HAMH,HH30,2020-07-14,F0361,1,,,N,0.5,29,0.5,1
10533,HAMH,HH32,2020-07-14,F0063,1,,,N,7,72,7,1
10533,HAMH,HH32,2020-07-14,F0233,1,,,N,355,210,171,2
10533,HAMH,HH32,2020-07-14,F0233,2,,,N,355,234,184,2
10534,HAMH,HH34,2020-07-14,F0063,1,,,N,11440,364,720,13
10534,HAMH,HH34,2020-07-14,F0063,2,,,N,11440,415,1110,13
10534,HAMH,HH34,2020-07-14,F0063,3,,,N,11440,402,990,13
10534,HAMH,HH34,2020-07-14,F0063,4,,,N,11440,361,810,13
10534,HAMH,HH34,2020-07-14,F0063,5,,,N,11440,380,930,13
10534,HAMH,HH34,2020-07-14,F0063,6,,,N,11440,349,830,13
10534,HAMH,HH34,2020-07-14,F0063,7,,,N,11440,394,1000,13
10534,HAMH,HH34,2020-07-14,F0063,8,,,N,11440,366,890,13
10534,HAMH,HH34,2020-07-14,F0063,9,,,N,11440,367,920,13
10534,HAMH,HH34,2020-07-14,F0063,10,,,N,11440,400,870,13
10534,HAMH,HH34,2020-07-14,F0063,11,,,N,11440,365,780,13
10534,HAMH,HH34,2020-07-14,F0063,12,,,N,11440,389,880,13
10534,HAMH,HH34,2020-07-14,F0063,13,,,N,11440,371,710,13
10534,HAMH,HH34,2020-07-14,F0233,1,,,N,360,285,360,1
10535,HAMH,HH36,2020-07-14,F0063,1,9,6560,N,22830,340,580,20
10535,HAMH,HH36,2020-07-14,F0063,2,9,6560,N,22830,361,710,20
10535,HAMH,HH36,2020-07-14,F0063,3,9,6560,N,22830,369,780,20
10535,HAMH,HH36,2020-07-14,F0063,4,9,6560,N,22830,361,730,20
10535,HAMH,HH36,2020-07-14,F0063,5,9,6560,N,22830,388,960,20
10535,HAMH,HH36,2020-07-14,F0063,6,9,6560,N,22830,365,820,20
10535,HAMH,HH36,2020-07-14,F0063,7,9,6560,N,22830,359,860,20
10535,HAMH,HH36,2020-07-14,F0063,8,9,6560,N,22830,390,970,20
10535,HAMH,HH36,2020-07-14,F0063,9,9,6560,N,22830,405,970,20
10535,HAMH,HH36,2020-07-14,F0063,10,9,6560,N,22830,345,760,20
10535,HAMH,HH36,2020-07-14,F0063,11,9,6560,N,22830,369,820,20
10535,HAMH,HH36,2020-07-14,F0063,12,9,6560,N,22830,380,810,20
10535,HAMH,HH36,2020-07-14,F0063,13,9,6560,N,22830,387,850,20
10535,HAMH,HH36,2020-07-14,F0063,14,9,6560,N,22830,365,750,20
10535,HAMH,HH36,2020-07-14,F0063,15,9,6560,N,22830,358,770,20
10535,HAMH,HH36,2020-07-14,F0063,16,9,6560,N,22830,364,880,20
10535,HAMH,HH36,2020-07-14,F0063,17,9,6560,N,22830,385,960,20
10535,HAMH,HH36,2020-07-14,F0063,18,9,6560,N,22830,381,920,20
10535,HAMH,HH36,2020-07-14,F0063,19,9,6560,N,22830,365,690,20
10535,HAMH,HH36,2020-07-14,F0063,20,9,6560,N,22830,360,680,20
10536,HAMH,HH37,2020-07-14,F0063,1,,,N,889,378,879,4
10536,HAMH,HH37,2020-07-14,F0063,2,,,N,889,52,3,4
10536,HAMH,HH37,2020-07-14,F0063,3,,,N,889,54,3,4
10536,HAMH,HH37,2020-07-14,F0063,4,,,N,889,57,4,4
10536,HAMH,HH37,2020-07-14,F0220,1,,,N,39,92,13,2
10536,HAMH,HH37,2020-07-14,F0220,2,,,N,39,117,26,2
10536,HAMH,HH37,2020-07-14,F0233,1,,,N,842,185,86,2
10536,HAMH,HH37,2020-07-14,F0233,2,,,N,842,360,756,2
10536,HAMH,HH37,2020-07-14,F0331,1,,,N,61,155,61,1
10537,HAMH,HH38,2020-07-14,F0061,1,,,N,48,154,48,1
10537,HAMH,HH38,2020-07-14,F0063,1,,,N,6,60,4,2
10537,HAMH,HH38,2020-07-14,F0063,2,,,N,6,48,2,2
10537,HAMH,HH38,2020-07-14,F0233,1,,,N,1717,305,458,4
10537,HAMH,HH38,2020-07-14,F0233,2,,,N,1717,267,297,4
10537,HAMH,HH38,2020-07-14,F0233,3,,,N,1717,350,692,4
10537,HAMH,HH38,2020-07-14,F0233,4,,,N,1717,245,270,4
10537,HAMH,HH38,2020-07-14,F0311,1,,,N,141,182,141,1
10537,HAMH,HH38,2020-07-14,F0317,1,,,N,38,135,38,1
10537,HAMH,HH38,2020-07-14,F0361,1,,,N,3,83,3,1
10538,HAMH,HH39,2020-07-14,F0051,1,,,N,2460,607,2460,1
10538,HAMH,HH39,2020-07-14,F0061,1,,,N,106,121,27,4
10538,HAMH,HH39,2020-07-14,F0061,2,,,N,106,133,34,4
10538,HAMH,HH39,2020-07-14,F0061,3,,,N,106,120,23,4
10538,HAMH,HH39,2020-07-14,F0061,4,,,N,106,112,22,4
10538,HAMH,HH39,2020-07-14,F0063,1,,,N,657,71,6,3
10538,HAMH,HH39,2020-07-14,F0063,2,,,N,657,57,4,3
10538,HAMH,HH39,2020-07-14,F0063,3,,,N,657,355,647,3
10538,HAMH,HH39,2020-07-14,F0181,1,,,N,1190,309,1190,1
10538,HAMH,HH39,2020-07-14,F0186,1,,,N,1650,405,1650,1
10539,HAMH,HH41B,2020-07-14,F0063,1,,,N,24,62,3,6
10539,HAMH,HH41B,2020-07-14,F0063,2,,,N,24,72,5,6
10539,HAMH,HH41B,2020-07-14,F0063,3,,,N,24,71,6,6
10539,HAMH,HH41B,2020-07-14,F0063,4,,,N,24,65,5,6
10539,HAMH,HH41B,2020-07-14,F0063,5,,,N,24,53,2,6
10539,HAMH,HH41B,2020-07-14,F0063,6,,,N,24,57,3,6
10539,HAMH,HH41B,2020-07-14,F0186,1,,,N,5610,550,2830,2
10539,HAMH,HH41B,2020-07-14,F0186,2,,,N,5610,534,2780,2
10539,HAMH,HH41B,2020-07-14,F0220,1,,,N,56,97,14,4
10539,HAMH,HH41B,2020-07-14,F0220,2,,,N,56,94,14,4
10539,HAMH,HH41B,2020-07-14,F0220,3,,,N,56,99,16,4
10539,HAMH,HH41B,2020-07-14,F0220,4,,,N,56,92,12,4
10539,HAMH,HH41B,2020-07-14,F0233,1,,,N,428,154,49,2
10539,HAMH,HH41B,2020-07-14,F0233,2,,,N,428,271,379,2
10539,HAMH,HH41B,2020-07-14,F0314,1,,,N,39,115,39,1
10539,HAMH,HH41B,2020-07-14,F0317,1,,,N,1590,412,1590,1
10540,HAMH,HH42A,2020-07-16,F0063,1,,,N,8064,369,800,12
10540,HAMH,HH42A,2020-07-16,F0063,2,,,N,8064,359,671,12
10540,HAMH,HH42A,2020-07-16,F0063,3,,,N,8064,355,527,12
10540,HAMH,HH42A,2020-07-16,F0063,4,,,N,8064,359,610,12
10540,HAMH,HH42A,2020-07-16,F0063,5,,,N,8064,360,683,12
10540,HAMH,HH42A,2020-07-16,F0063,6,,,N,8064,364,661,12
10540,HAMH,HH42A,2020-07-16,F0063,7,,,N,8064,365,695,12
10540,HAMH,HH42A,2020-07-16,F0063,8,,,N,8064,360,658,12
10540,HAMH,HH42A,2020-07-16,F0063,9,,,N,8064,401,753,12
10540,HAMH,HH42A,2020-07-16,F0063,10,,,N,8064,360,667,12
10540,HAMH,HH42A,2020-07-16,F0063,11,,,N,8064,370,657,12
10540,HAMH,HH42A,2020-07-16,F0063,12,,,N,8064,350,682,12
10540,HAMH,HH42A,2020-07-16,F0181,1,,,N,2860,290,649,4
10540,HAMH,HH42A,2020-07-16,F0181,2,,,N,2860,248,425,4
10540,HAMH,HH42A,2020-07-16,F0181,3,,,N,2860,345,1010,4
10540,HAMH,HH42A,2020-07-16,F0181,4,,,N,2860,310,776,4
10540,HAMH,HH42A,2020-07-16,F0220,1,,,N,1405,224,224,6
10540,HAMH,HH42A,2020-07-16,F0220,2,,,N,1405,260,334,6
10540,HAMH,HH42A,2020-07-16,F0220,3,,,N,1405,225,262,6
10540,HAMH,HH42A,2020-07-16,F0220,4,,,N,1405,235,309,6
10540,HAMH,HH42A,2020-07-16,F0220,5,,,N,1405,115,97,6
10540,HAMH,HH42A,2020-07-16,F0220,6,,,N,1405,208,179,6
10540,HAMH,HH42A,2020-07-16,F0233,1,,,N,821,222,160,7
10540,HAMH,HH42A,2020-07-16,F0233,2,,,N,821,162,58,7
10540,HAMH,HH42A,2020-07-16,F0233,3,,,N,821,208,128,7
10540,HAMH,HH42A,2020-07-16,F0233,4,,,N,821,190,97,7
10540,HAMH,HH42A,2020-07-16,F0233,5,,,N,821,227,170,7
10540,HAMH,HH42A,2020-07-16,F0233,6,,,N,821,155,59,7
10540,HAMH,HH42A,2020-07-16,F0233,7,,,N,821,215,149,7
10540,HAMH,HH42A,2020-07-16,F0317,1,,,N,2345,405,1320,2
10540,HAMH,HH42A,2020-07-16,F0317,2,,,N,2345,375,1025,2
10540,HAMH,HH42A,2020-07-16,F0331,1,,,N,160,216,160,1
10541,HAMH,HH42B,2020-07-16,F0063,1,,,N,15210,361,660,18
10541,HAMH,HH42B,2020-07-16,F0063,2,,,N,15210,379,790,18
10541,HAMH,HH42B,2020-07-16,F0063,3,,,N,15210,379,880,18
10541,HAMH,HH42B,2020-07-16,F0063,4,,,N,15210,360,840,18
10541,HAMH,HH42B,2020-07-16,F0063,5,,,N,15210,374,780,18
10541,HAMH,HH42B,2020-07-16,F0063,6,,,N,15210,359,780,18
10541,HAMH,HH42B,2020-07-16,F0063,7,,,N,15210,360,810,18
10541,HAMH,HH42B,2020-07-16,F0063,8,,,N,15210,375,800,18
10541,HAMH,HH42B,2020-07-16,F0063,9,,,N,15210,380,880,18
10541,HAMH,HH42B,2020-07-16,F0063,10,,,N,15210,362,820,18
10541,HAMH,HH42B,2020-07-16,F0063,11,,,N,15210,372,790,18
10541,HAMH,HH42B,2020-07-16,F0063,12,,,N,15210,378,840,18
10541,HAMH,HH42B,2020-07-16,F0063,13,,,N,15210,395,1040,18
10541,HAMH,HH42B,2020-07-16,F0063,14,,,N,15210,355,810,18
10541,HAMH,HH42B,2020-07-16,F0063,15,,,N,15210,370,810,18
10541,HAMH,HH42B,2020-07-16,F0063,16,,,N,15210,405,1030,18
10541,HAMH,HH42B,2020-07-16,F0063,17,,,N,15210,364,820,18
10541,HAMH,HH42B,2020-07-16,F0063,18,,,N,15210,394,1030,18
10541,HAMH,HH42B,2020-07-16,F0181,1,,,N,1750,280,608,3
10541,HAMH,HH42B,2020-07-16,F0181,2,,,N,1750,288,720,3
10541,HAMH,HH42B,2020-07-16,F0181,3,,,N,1750,254,422,3
10541,HAMH,HH42B,2020-07-16,F0220,1,,,N,29,110,29,1
10541,HAMH,HH42B,2020-07-16,F0233,1,,,N,1423,350,680,4
10541,HAMH,HH42B,2020-07-16,F0233,2,,,N,1423,208,138,4
10541,HAMH,HH42B,2020-07-16,F0233,3,,,N,1423,268,355,4
10541,HAMH,HH42B,2020-07-16,F0233,4,,,N,1423,257,250,4
10542,HAMH,HH43B,2020-07-16,F0063,1,26,17810,N,31244,380,667,20
10542,HAMH,HH43B,2020-07-16,F0063,2,26,17810,N,31244,378,695,20
10542,HAMH,HH43B,2020-07-16,F0063,3,26,17810,N,31244,381,761,20
10542,HAMH,HH43B,2020-07-16,F0063,4,26,17810,N,31244,371,658,20
10542,HAMH,HH43B,2020-07-16,F0063,5,26,17810,N,31244,371,671,20
10542,HAMH,HH43B,2020-07-16,F0063,6,26,17810,N,31244,376,753,20
10542,HAMH,HH43B,2020-07-16,F0063,7,26,17810,N,31244,369,743,20
10542,HAMH,HH43B,2020-07-16,F0063,8,26,17810,N,31244,368,638,20
10542,HAMH,HH43B,2020-07-16,F0063,9,26,17810,N,31244,361,559,20
10542,HAMH,HH43B,2020-07-16,F0063,10,26,17810,N,31244,368,698,20
10542,HAMH,HH43B,2020-07-16,F0063,11,26,17810,N,31244,379,739,20
10542,HAMH,HH43B,2020-07-16,F0063,12,26,17810,N,31244,72,6,20
10542,HAMH,HH43B,2020-07-16,F0063,13,26,17810,N,31244,367,660,20
10542,HAMH,HH43B,2020-07-16,F0063,14,26,17810,N,31244,371,703,20
10542,HAMH,HH43B,2020-07-16,F0063,15,26,17810,N,31244,376,621,20
10542,HAMH,HH43B,2020-07-16,F0063,16,26,17810,N,31244,398,732,20
10542,HAMH,HH43B,2020-07-16,F0063,17,26,17810,N,31244,410,1042,20
10542,HAMH,HH43B,2020-07-16,F0063,18,26,17810,N,31244,377,691,20
10542,HAMH,HH43B,2020-07-16,F0063,19,26,17810,N,31244,366,624,20
10542,HAMH,HH43B,2020-07-16,F0063,20,26,17810,N,31244,368,773,20
10543,HAMH,HH44,2020-07-16,F0063,1,,,N,2192,59,4,5
10543,HAMH,HH44,2020-07-16,F0063,2,,,N,2192,70,6,5
10543,HAMH,HH44,2020-07-16,F0063,3,,,N,2192,369,736,5
10543,HAMH,HH44,2020-07-16,F0063,4,,,N,2192,385,750,5
10543,HAMH,HH44,2020-07-16,F0063,5,,,N,2192,361,696,5
10543,HAMH,HH44,2020-07-16,F0181,1,,,N,2184,243,542,4
10543,HAMH,HH44,2020-07-16,F0181,2,,,N,2184,302,534,4
10543,HAMH,HH44,2020-07-16,F0181,3,,,N,2184,268,528,4
10543,HAMH,HH44,2020-07-16,F0181,4,,,N,2184,286,580,4
10543,HAMH,HH44,2020-07-16,F0201,1,,,N,5,47,1,2
10543,HAMH,HH44,2020-07-16,F0201,2,,,N,5,76,4,2
10543,HAMH,HH44,2020-07-16,F0233,1,,,N,659,355,659,1
10543,HAMH,HH44,2020-07-16,F0314,1,,,N,56,143,56,1
10543,HAMH,HH44,2020-07-16,F0317,1,,,N,982,137,51,2
10543,HAMH,HH44,2020-07-16,F0317,2,,,N,982,391,931,2
10544,HAMH,HH50,2020-07-16,F0063,1,,,N,14287,380,702,21
10544,HAMH,HH50,2020-07-16,F0063,2,,,N,14287,360,618,21
10544,HAMH,HH50,2020-07-16,F0063,3,,,N,14287,364,604,21
10544,HAMH,HH50,2020-07-16,F0063,4,,,N,14287,345,575,21
10544,HAMH,HH50,2020-07-16,F0063,5,,,N,14287,392,650,21
10544,HAMH,HH50,2020-07-16,F0063,6,,,N,14287,398,849,21
10544,HAMH,HH50,2020-07-16,F0063,7,,,N,14287,362,663,21
10544,HAMH,HH50,2020-07-16,F0063,8,,,N,14287,380,753,21
10544,HAMH,HH50,2020-07-16,F0063,9,,,N,14287,390,777,21
10544,HAMH,HH50,2020-07-16,F0063,10,,,N,14287,364,641,21
10544,HAMH,HH50,2020-07-16,F0063,11,,,N,14287,363,696,21
10544,HAMH,HH50,2020-07-16,F0063,12,,,N,14287,356,690,21
10544,HAMH,HH50,2020-07-16,F0063,13,,,N,14287,377,619,21
10544,HAMH,HH50,2020-07-16,F0063,14,,,N,14287,358,631,21
10544,HAMH,HH50,2020-07-16,F0063,15,,,N,14287,376,768,21
10544,HAMH,HH50,2020-07-16,F0063,16,,,N,14287,372,639,21
10544,HAMH,HH50,2020-07-16,F0063,17,,,N,14287,354,605,21
10544,HAMH,HH50,2020-07-16,F0063,18,,,N,14287,355,591,21
10544,HAMH,HH50,2020-07-16,F0063,19,,,N,14287,378,765,21
10544,HAMH,HH50,2020-07-16,F0063,20,,,N,14287,368,700,21
10544,HAMH,HH50,2020-07-16,F0063,21,,,N,14287,372,751,21
10545,HAMH,HH51,2020-07-16,F0061,1,,,N,32,142,32,1
10545,HAMH,HH51,2020-07-16,F0063,1,,,N,4724,372,763,7
10545,HAMH,HH51,2020-07-16,F0063,2,,,N,4724,378,722,7
10545,HAMH,HH51,2020-07-16,F0063,3,,,N,4724,373,588,7
10545,HAMH,HH51,2020-07-16,F0063,4,,,N,4724,365,740,7
10545,HAMH,HH51,2020-07-16,F0063,5,,,N,4724,368,648,7
10545,HAMH,HH51,2020-07-16,F0063,6,,,N,4724,364,645,7
10545,HAMH,HH51,2020-07-16,F0063,7,,,N,4724,360,618,7
10546,HAMH,HH52,2020-07-16,F0063,1,,,N,7232,352,599,11
10546,HAMH,HH52,2020-07-16,F0063,2,,,N,7232,381,717,11
10546,HAMH,HH52,2020-07-16,F0063,3,,,N,7232,360,562,11
10546,HAMH,HH52,2020-07-16,F0063,4,,,N,7232,347,550,11
10546,HAMH,HH52,2020-07-16,F0063,5,,,N,7232,357,602,11
10546,HAMH,HH52,2020-07-16,F0063,6,,,N,7232,384,908,11
10546,HAMH,HH52,2020-07-16,F0063,7,,,N,7232,360,601,11
10546,HAMH,HH52,2020-07-16,F0063,8,,,N,7232,373,687,11
10546,HAMH,HH52,2020-07-16,F0063,9,,,N,7232,370,617,11
10546,HAMH,HH52,2020-07-16,F0063,10,,,N,7232,360,642,11
10546,HAMH,HH52,2020-07-16,F0063,11,,,N,7232,386,747,11
10547,HAMH,HH53,2020-07-16,F0063,1,,,N,833,70,7,2
10547,HAMH,HH53,2020-07-16,F0063,2,,,N,833,386,826,2
10548,HAMH,HH54,2020-07-16,F0063,1,,,N,14569,391,880,21
10548,HAMH,HH54,2020-07-16,F0063,2,,,N,14569,370,694,21
10548,HAMH,HH54,2020-07-16,F0063,3,,,N,14569,383,643,21
10548,HAMH,HH54,2020-07-16,F0063,4,,,N,14569,370,648,21
10548,HAMH,HH54,2020-07-16,F0063,5,,,N,14569,365,640,21
10548,HAMH,HH54,2020-07-16,F0063,6,,,N,14569,376,793,21
10548,HAMH,HH54,2020-07-16,F0063,7,,,N,14569,382,738,21
10548,HAMH,HH54,2020-07-16,F0063,8,,,N,14569,352,590,21
10548,HAMH,HH54,2020-07-16,F0063,9,,,N,14569,376,751,21
10548,HAMH,HH54,2020-07-16,F0063,10,,,N,14569,380,671,21
10548,HAMH,HH54,2020-07-16,F0063,11,,,N,14569,374,707,21
10548,HAMH,HH54,2020-07-16,F0063,12,,,N,14569,360,657,21
10548,HAMH,HH54,2020-07-16,F0063,13,,,N,14569,365,658,21
10548,HAMH,HH54,2020-07-16,F0063,14,,,N,14569,365,664,21
10548,HAMH,HH54,2020-07-16,F0063,15,,,N,14569,357,646,21
10548,HAMH,HH54,2020-07-16,F0063,16,,,N,14569,365,662,21
10548,HAMH,HH54,2020-07-16,F0063,17,,,N,14569,388,808,21
10548,HAMH,HH54,2020-07-16,F0063,18,,,N,14569,375,704,21
10548,HAMH,HH54,2020-07-16,F0063,19,,,N,14569,360,652,21
10548,HAMH,HH54,2020-07-16,F0063,20,,,N,14569,368,715,21
10548,HAMH,HH54,2020-07-16,F0063,21,,,N,14569,367,648,21
10549,HAMH,HH30,2020-07-16,F0063,1,,,N,1030,405,1030,1
10549,HAMH,HH30,2020-07-16,F0233,1,,,N,36,135,36,1
10550,HAMH,HH32,2020-07-16,F0181,1,,,N,640,288,640,1
10551,HAMH,HH34,2020-07-16,F0063,1,,,N,2402,372,870,4
10551,HAMH,HH34,2020-07-16,F0063,2,,,N,2402,380,750,4
10551,HAMH,HH34,2020-07-16,F0063,3,,,N,2402,357,780,4
10551,HAMH,HH34,2020-07-16,F0063,4,,,N,2402,58,2,4
10551,HAMH,HH34,2020-07-16,F0186,1,,,N,4660,592,4660,1
10552,HAMH,HH36,2020-07-16,F0063,1,,,N,13676,381,770,19
10552,HAMH,HH36,2020-07-16,F0063,2,,,N,13676,396,850,19
10552,HAMH,HH36,2020-07-16,F0063,3,,,N,13676,377,870,19
10552,HAMH,HH36,2020-07-16,F0063,4,,,N,13676,377,840,19
10552,HAMH,HH36,2020-07-16,F0063,5,,,N,13676,378,940,19
10552,HAMH,HH36,2020-07-16,F0063,6,,,N,13676,393,940,19
10552,HAMH,HH36,2020-07-16,F0063,7,,,N,13676,351,720,19
10552,HAMH,HH36,2020-07-16,F0063,8,,,N,13676,360,770,19
10552,HAMH,HH36,2020-07-16,F0063,9,,,N,13676,360,800,19
10552,HAMH,HH36,2020-07-16,F0063,10,,,N,13676,368,720,19
10552,HAMH,HH36,2020-07-16,F0063,11,,,N,13676,350,660,19
10552,HAMH,HH36,2020-07-16,F0063,12,,,N,13676,395,990,19
10552,HAMH,HH36,2020-07-16,F0063,13,,,N,13676,364,720,19
10552,HAMH,HH36,2020-07-16,F0063,14,,,N,13676,364,770,19
10552,HAMH,HH36,2020-07-16,F0063,15,,,N,13676,377,730,19
10552,HAMH,HH36,2020-07-16,F0063,16,,,N,13676,370,780,19
10552,HAMH,HH36,2020-07-16,F0063,17,,,N,13676,365,800,19
10552,HAMH,HH36,2020-07-16,F0063,18,,,N,13676,59,4,19
10552,HAMH,HH36,2020-07-16,F0063,19,,,N,13676,61,2,19
10552,HAMH,HH36,2020-07-16,F0186,1,,,N,2860,503,2860,1
10553,HAMH,HH55,2020-07-16,F0063,1,,,N,124,82,10,21
10553,HAMH,HH55,2020-07-16,F0063,2,,,N,124,59,5,21
10553,HAMH,HH55,2020-07-16,F0063,3,,,N,124,75,9,21
10553,HAMH,HH55,2020-07-16,F0063,4,,,N,124,67,6,21
10553,HAMH,HH55,2020-07-16,F0063,5,,,N,124,76,8,21
10553,HAMH,HH55,2020-07-16,F0063,6,,,N,124,57,3,21
10553,HAMH,HH55,2020-07-16,F0063,7,,,N,124,67,5,21
10553,HAMH,HH55,2020-07-16,F0063,8,,,N,124,66,5,21
10553,HAMH,HH55,2020-07-16,F0063,9,,,N,124,71,6,21
10553,HAMH,HH55,2020-07-16,F0063,10,,,N,124,67,7,21
10553,HAMH,HH55,2020-07-16,F0063,11,,,N,124,65,5,21
10553,HAMH,HH55,2020-07-16,F0063,12,,,N,124,80,8,21
10553,HAMH,HH55,2020-07-16,F0063,13,,,N,124,57,4,21
10553,HAMH,HH55,2020-07-16,F0063,14,,,N,124,78,8,21
10553,HAMH,HH55,2020-07-16,F0063,15,,,N,124,67,6,21
10553,HAMH,HH55,2020-07-16,F0063,16,,,N,124,76,6,21
10553,HAMH,HH55,2020-07-16,F0063,17,,,N,124,68,4,21
10553,HAMH,HH55,2020-07-16,F0063,18,,,N,124,72,7,21
10553,HAMH,HH55,2020-07-16,F0063,19,,,N,124,60,4,21
10553,HAMH,HH55,2020-07-16,F0063,20,,,N,124,61,4,21
10553,HAMH,HH55,2020-07-16,F0063,21,,,N,124,69,4,21
10553,HAMH,HH55,2020-07-16,F0181,1,,,N,1056,336,1056,1
10553,HAMH,HH55,2020-07-16,F0233,1,,,N,548,322,548,1
10554,HAMH,HH56,2020-07-16,F0063,1,,,N,17,62,4,3
10554,HAMH,HH56,2020-07-16,F0063,2,,,N,17,80,9,3
10554,HAMH,HH56,2020-07-16,F0063,3,,,N,17,60,4,3
10555,HAMH,HH57,2020-07-16,F0063,1,,,N,1091,363,1080,3
10555,HAMH,HH57,2020-07-16,F0063,2,,,N,1091,62,6,3
10555,HAMH,HH57,2020-07-16,F0063,3,,,N,1091,62,5,3
10556,HAMH,HH58,2020-07-16,F0063,1,,,N,2748,369,810,4
10556,HAMH,HH58,2020-07-16,F0063,2,,,N,2748,404,980,4
10556,HAMH,HH58,2020-07-16,F0063,3,,,N,2748,382,950,4
10556,HAMH,HH58,2020-07-16,F0063,4,,,N,2748,74,8,4
10556,HAMH,HH58,2020-07-16,F0233,1,,,N,255,247,255,1
10557,HAMH,HH59,2020-07-16,F0063,1,,,N,2002,62,5,5
10557,HAMH,HH59,2020-07-16,F0063,2,,,N,2002,63,6,5
10557,HAMH,HH59,2020-07-16,F0063,3,,,N,2002,378,729,5
10557,HAMH,HH59,2020-07-16,F0063,4,,,N,2002,360,605,5
10557,HAMH,HH59,2020-07-16,F0063,5,,,N,2002,375,657,5
10557,HAMH,HH59,2020-07-16,F0196,1,,,N,9,72,3,2
10557,HAMH,HH59,2020-07-16,F0196,2,,,N,9,95,6,2
10557,HAMH,HH59,2020-07-16,F0233,1,,,N,153,150,51,2
10557,HAMH,HH59,2020-07-16,F0233,2,,,N,153,206,102,2
10558,HAMH,HH60,2020-07-16,F0063,1,,,N,1458,379,728,5
10558,HAMH,HH60,2020-07-16,F0063,2,,,N,1458,376,717,5
10558,HAMH,HH60,2020-07-16,F0063,3,,,N,1458,63,5,5
10558,HAMH,HH60,2020-07-16,F0063,4,,,N,1458,66,5,5
